# orgami's catalogue of third parties, and the committed evidence that proves an
# organization uses one. Nothing here is fetched, priced or authenticated: this
# file only knows what a vendor looks like when it appears in someone's code.
#
# Tab separated, one row per vendor:
#
#   id        the node id in the graph, as `vendor:<id>`
#   name      what a person calls it
#   category  the job it does. Two vendors sharing a category are two vendors
#             doing the same job, which is the question `orgami advise` asks —
#             so the value is load-bearing. Reuse an existing word rather than
#             coining a synonym, or the overlap goes unseen. Whether two vendors
#             sharing a category is worth *proposing* something about is advice
#             policy and lives in lib/advise.jq, not here: hosting and database
#             hold vendors that coexist on purpose, error-tracking and workspace
#             hold substitutes. That judgement changes; what a vendor looks like
#             in someone's code does not.
#   signals   a `|`-separated list of `<kind>:<regex>`. A `|` only starts a new
#             signal when the text after it is one of the known kinds followed
#             by a colon, so a regex is free to use alternation of its own. The
#             list of known kinds lives in VENDOR_SIGNAL_KINDS in lib/vendors.sh
#             and nowhere else — a kind that is not in it is not rejected, it is
#             swallowed into the regex before it, and the vendor quietly stops
#             matching.
#   portal    where a human goes to see what it costs. Never opened by orgami.
#   flags     optional, comma separated, and absent from most rows — a row with
#             nothing to say here simply ends after `portal` rather than
#             carrying a trailing tab nobody can see. One flag is defined:
#
#               no-sdk  this vendor is normally wired in through a webhook URL,
#                       a script tag, or a variable the platform injects into
#                       the build itself. There is no package to install, so an
#                       environment variable that no dependency manifest backs
#                       up is the finished integration rather than an abandoned
#                       one, and `ghost-env-var` in lib/advise.jq skips the
#                       vendor entirely. This is not a flag for a vendor that
#                       has a real SDK people install and *also* happens to
#                       offer a webhook: Sentry and Stripe do not get it. Slack
#                       and Google Analytics do, because a webhook URL and a
#                       script tag are how they are actually integrated.
#
# The kinds, and what a fact of each one is:
#
#   pkg     a name in a dependency manifest        \
#   env     a variable name in a committed .env     |  read out of committed
#   host    a hostname in a literal URL             |  files by lib/vendors.sh
#   tf      a terraform provider                    |  during `orgami scan`
#   action  a workflow's `uses:` line              /
#
#   mx      a mail exchanger for the apex          \
#   spf     an SPF `include:` or `redirect=` target |  read out of public DNS
#   txt     a TXT record on the apex                |  by lib/dns.sh during
#   cname   a CNAME target on a conventional name   |  `orgami dns`
#   ns      a nameserver for the apex               |
#   dmarc   a `rua=`/`ruf=` destination in _dmarc  /
#
# The two sets never mix. A signal only matches a fact of its own kind, so a
# `host:` regex can never be satisfied by a CNAME, and code and DNS stay two
# independent pieces of evidence for the same vendor rather than one restated.
#
# Code names what an organization *calls*. DNS names what it has an *account*
# with — a verification token is a vendor stating that this organization proved
# it owns this domain, which is the closest thing to a receipt anything here can
# see. That is why Google Workspace, Microsoft 365, Greenhouse and DocuSign have
# rows at all: no repository will ever mention them.
#
# The regex is matched against the whole fact — an unanchored one is a substring
# test. `pkg:^stripe$` is the package called exactly `stripe`; `env:STRIPE_` is
# any variable with STRIPE_ in the name, which is how NEXT_PUBLIC_STRIPE_KEY and
# VITE_STRIPE_KEY are caught without a row each.
#
# Why the host signals still work. `lib/scan.sh` carries a NOISE_DOMAINS list
# that keeps registries and documentation domains — sentry.io among them — out
# of the `host:` nodes, because a link to a vendor's docs is not a deployment.
# That filter is deliberate and stays. `lib/vendors.sh` never applies it: it
# reads the URLs itself and matches them against this file, and what it emits is
# a `vendor:` node, not a `host:` one. So sentry.io is still suppressed as a
# host and still detected as a vendor, and the two lists never have to agree.
#
# Signals are evidence of use, not of a paid plan. Meilisearch, Grafana and
# Elastic all run self-hosted, and a `pkg` match cannot tell the difference —
# the graph says the code reaches for this vendor, and stops there.
#
# id	name	category	signals	portal	flags
cohere	Cohere	ai	pkg:^cohere(-ai)?$|pkg:^@ai-sdk/cohere$|env:COHERE_|host:(^|\.)cohere\.(ai|com)$	https://dashboard.cohere.com/billing
replicate	Replicate	ai	pkg:^replicate$|env:REPLICATE_|host:(^|\.)replicate\.(com|delivery)$	https://replicate.com/account/billing
huggingface	Hugging Face	ai	pkg:^@huggingface/|pkg:^huggingface[-_]hub$|env:HUGGING_?FACE_|env:^HF_(TOKEN|API_TOKEN)$|host:(^|\.)huggingface\.co$|host:(^|\.)hf\.co$	https://huggingface.co/settings/billing
cloudflare	Cloudflare	cdn	pkg:^wrangler$|pkg:^@cloudflare/|pkg:^cloudflare$|env:CLOUDFLARE_|env:^CF_(API_TOKEN|ACCOUNT_ID|ZONE_ID)|host:(^|\.)cloudflare\.com$|host:(^|\.)workers\.dev$|host:(^|\.)r2\.cloudflarestorage\.com$|tf:^cloudflare$|action:^cloudflare/|ns:(^|\.)ns\.cloudflare\.com$|mx:(^|\.)mx\.cloudflare\.net$	https://dash.cloudflare.com/?to=/:account/billing
fastly	Fastly	cdn	pkg:^fastly$|pkg:^@fastly/|env:FASTLY_|host:(^|\.)fastly\.(com|net)$|tf:^fastly$	https://manage.fastly.com/account/billing
vercel	Vercel	hosting	pkg:^vercel$|pkg:^@vercel/|env:^VERCEL_|host:(^|\.)vercel\.(com|app)$|host:(^|\.)vercel-storage\.com$|tf:^vercel$|action:^(amondnet/vercel-action|vercel/)|ns:(^|\.)vercel-dns\.com$|cname:(^|\.)vercel-dns\.com$	https://vercel.com/account/billing	no-sdk
netlify	Netlify	hosting	pkg:^netlify(-cli)?$|pkg:^@netlify/|env:NETLIFY_|host:(^|\.)netlify\.(com|app)$|tf:^netlify$|action:^netlify/|cname:(^|\.)netlify\.(app|com)$	https://app.netlify.com/teams/_/billing	no-sdk
fly	Fly.io	hosting	env:^FLY_(API_TOKEN|APP_NAME|ACCESS_TOKEN)|host:(^|\.)fly\.(io|dev)$|action:^superfly/	https://fly.io/dashboard/personal/billing	no-sdk
render	Render	hosting	env:^RENDER_|host:(^|\.)(on)?render\.com$	https://dashboard.render.com/billing	no-sdk
railway	Railway	hosting	pkg:^@railway/|env:^RAILWAY_|host:(^|\.)railway\.(app|com)$	https://railway.app/account/billing	no-sdk
heroku	Heroku	hosting	pkg:^heroku(-client)?$|env:^HEROKU_|host:(^|\.)heroku(app)?\.com$|tf:^heroku$|action:^akhileshns/heroku-deploy	https://dashboard.heroku.com/account/billing	no-sdk
aws	AWS	hosting	pkg:^aws-sdk$|pkg:^@aws-sdk/|pkg:^boto3$|pkg:^aws-amplify$|pkg:^aws-sdk-|pkg:aws/aws-sdk-go|env:^AWS_(ACCESS_KEY_ID|SECRET_ACCESS_KEY|REGION|DEFAULT_REGION|PROFILE|ACCOUNT_ID|SESSION_TOKEN)|host:(^|\.)amazonaws\.com$|tf:^aws$|action:^aws-actions/|ns:(^|\.)awsdns-[0-9]+\.(com|net|org|co\.uk)$|spf:(^|\.)amazonses\.com$	https://console.aws.amazon.com/billing/home
gcp	Google Cloud	hosting	pkg:^@google-cloud/|pkg:^google-cloud-|pkg:^google-api-python-client$|pkg:cloud\.google\.com/go|env:^GOOGLE_(APPLICATION_CREDENTIALS|CLOUD_PROJECT)|env:^GCP_|env:^GCLOUD_|host:(^|\.)googleapis\.com$|host:(^|\.)run\.app$|tf:^google(-beta)?$|action:^google-github-actions/|ns:(^|\.)googledomains\.com$	https://console.cloud.google.com/billing
azure	Microsoft Azure	hosting	pkg:^@azure/|pkg:^azure-[a-z]|env:^AZURE_|host:(^|\.)azure\.com$|host:(^|\.)azurewebsites\.net$|host:(^|\.)blob\.core\.windows\.net$|tf:^azure(rm|ad)$|action:^[Aa]zure/|ns:(^|\.)azure-dns\.(com|net|org|info)$	https://portal.azure.com/#view/Microsoft_Azure_GTM/ModernBillingMenuBlade
digitalocean	DigitalOcean	hosting	pkg:^do-wrapper$|pkg:^pydo$|env:^DIGITALOCEAN_|env:^DO_(TOKEN|SPACES)|host:(^|\.)digitalocean\.com$|host:(^|\.)digitaloceanspaces\.com$|host:(^|\.)ondigitalocean\.app$|tf:^digitalocean$|action:^digitalocean/|ns:(^|\.)digitalocean\.com$	https://cloud.digitalocean.com/account/billing
segment	Segment	analytics	pkg:^analytics-node$|pkg:^@segment/|pkg:^segment-analytics|env:SEGMENT_|host:(^|\.)segment\.(com|io)$	https://app.segment.com/_/settings/billing
posthog	PostHog	analytics	pkg:^posthog-(js|node|python)$|env:POSTHOG_|host:(^|\.)posthog\.com$	https://app.posthog.com/organization/billing
mixpanel	Mixpanel	analytics	pkg:^mixpanel(-browser)?$|env:MIXPANEL_|host:(^|\.)mixpanel\.com$	https://mixpanel.com/settings/org/billing
amplitude	Amplitude	analytics	pkg:^@amplitude/|pkg:^amplitude-js$|env:AMPLITUDE_|host:(^|\.)amplitude\.com$	https://analytics.amplitude.com/settings/billing
google-analytics	Google Analytics	analytics	pkg:^react-ga|pkg:^@next/third-parties$|env:^(NEXT_PUBLIC_|VITE_|REACT_APP_)?GA_(ID|MEASUREMENT_ID|TRACKING_ID)|env:GOOGLE_ANALYTICS|host:(^|\.)google-analytics\.com$|host:(^|\.)googletagmanager\.com$	https://analytics.google.com	no-sdk
launchdarkly	LaunchDarkly	feature-flags	pkg:^launchdarkly-|pkg:^@launchdarkly/|env:LAUNCHDARKLY_|env:^LD_(SDK_KEY|CLIENT_ID|CLIENT_SIDE_ID)|host:(^|\.)launchdarkly\.com$|tf:^launchdarkly$	https://app.launchdarkly.com/settings/billing
statsig	Statsig	feature-flags	pkg:^statsig-|pkg:^@statsig/|env:STATSIG_|host:(^|\.)statsig\.com$	https://console.statsig.com/billing
intercom	Intercom	support	pkg:^intercom-client$|pkg:^@intercom/|env:INTERCOM_|host:(^|\.)intercom\.(io|com)$|spf:(^|\.)intercom\.io$|cname:(^|\.)intercom\.(help|com)$	https://app.intercom.com/a/apps/_/billing
zendesk	Zendesk	support	pkg:^node-zendesk$|pkg:^zenpy$|env:ZENDESK_|host:(^|\.)zendesk\.com$|spf:(^|\.)zendesk\.com$|cname:(^|\.)zendesk\.com$	https://support.zendesk.com/admin/billing/subscription
crisp	Crisp	support	pkg:^crisp-(api|sdk-web)$|env:CRISP_|host:(^|\.)crisp\.chat$	https://app.crisp.chat/settings/plugins/billing
slack	Slack	communication	pkg:^@slack/|pkg:^slack-sdk$|pkg:^slack_sdk$|env:SLACK_|host:(^|\.)slack\.com$|action:^slackapi/|txt:^slack-domain-verification=	https://slack.com/admin/billing	no-sdk
discord	Discord	communication	pkg:^discord\.js$|pkg:^discord-py$|pkg:^discord$|env:DISCORD_|host:(^|\.)discord\.com$	https://discord.com/billing	no-sdk
linear	Linear	project-management	pkg:^@linear/|env:LINEAR_|host:(^|\.)linear\.app$|txt:^linear-domain-verification=	https://linear.app/settings/billing
notion	Notion	project-management	pkg:^@notionhq/|pkg:^notion-client$|pkg:^notion-sdk-py$|env:NOTION_|host:(^|\.)notion\.(so|com)$|txt:^notion-domain-verification=	https://www.notion.so/my-account/billing
contentful	Contentful	cms	pkg:^contentful$|pkg:^@contentful/|env:CONTENTFUL_|host:(^|\.)contentful\.com$|host:(^|\.)ctfassets\.net$	https://app.contentful.com/account/organizations/_/billing
sanity	Sanity	cms	pkg:^@sanity/|pkg:^sanity$|pkg:^next-sanity$|env:SANITY_|host:(^|\.)sanity\.io$	https://www.sanity.io/manage
cloudinary	Cloudinary	media	pkg:^cloudinary$|pkg:^@cloudinary/|pkg:^next-cloudinary$|env:CLOUDINARY_|host:(^|\.)cloudinary\.com$	https://console.cloudinary.com/settings/billing
imgix	Imgix	media	pkg:^imgix-core-js$|pkg:^@imgix/|env:IMGIX_|host:(^|\.)imgix\.(net|com)$	https://dashboard.imgix.com/billing
mux	Mux	media	pkg:^@mux/|pkg:^mux-(node|embed|player)$|env:MUX_|host:(^|\.)mux\.com$	https://dashboard.mux.com/settings/billing
codecov	Codecov	code-quality	env:CODECOV_|host:(^|\.)codecov\.(io|com)$|action:^codecov/	https://app.codecov.io/plan	no-sdk
sonar	Sonar	code-quality	pkg:^sonarqube-scanner$|pkg:^sonar-scanner$|env:SONAR_|host:(^|\.)sonarcloud\.io$|host:(^|\.)sonarsource\.com$|action:^SonarSource/	https://sonarcloud.io/organizations/_/billing
snyk	Snyk	security	pkg:^snyk$|env:SNYK_|host:(^|\.)snyk\.io$|action:^snyk/	https://app.snyk.io/manage/billing
google-workspace	Google Workspace	workspace	mx:(^|\.)aspmx\.l\.google\.com$|mx:(^|\.)googlemail\.com$|mx:^smtp\.google\.com$|txt:^google-site-verification=|spf:(^|\.)_spf\.google\.com$	https://admin.google.com/ac/billing
microsoft365	Microsoft 365	workspace	mx:(^|\.)mail\.protection\.outlook\.com$|txt:^MS=|spf:(^|\.)spf\.protection\.outlook\.com$	https://admin.microsoft.com/Adminportal/Home#/subscriptions
proton	Proton	workspace	mx:(^|\.)protonmail\.ch$|mx:(^|\.)protonmail\.com$|txt:^protonmail-verification=|spf:(^|\.)_spf\.protonmail\.ch$	https://account.proton.me/u/0/mail/dashboard
zoho	Zoho	workspace	mx:(^|\.)zoho\.(com|eu|in|com\.au)$|txt:^zoho-verification=|spf:(^|\.)zoho\.(com|eu|in)$	https://www.zoho.com/us/subscriptions/
fastmail	Fastmail	workspace	mx:(^|\.)messagingengine\.com$|spf:(^|\.)messagingengine\.com$	https://app.fastmail.com/settings/billing
mimecast	Mimecast	email-security	mx:(^|\.)mimecast\.(com|co\.za)$|spf:(^|\.)mimecast\.com$	https://community.mimecast.com
barracuda	Barracuda	email-security	mx:(^|\.)barracudanetworks\.com$|spf:(^|\.)barracudanetworks\.com$	https://ess.barracudanetworks.com
valimail	Valimail	dmarc-reporting	dmarc:(^|\.)valimail\.com$	https://www.valimail.com/pricing/
dmarcian	Dmarcian	dmarc-reporting	dmarc:(^|\.)dmarcian(-eu|-ap)?\.com$	https://dmarcian.com/pricing/
easydmarc	EasyDMARC	dmarc-reporting	dmarc:(^|\.)easydmarc\.com$	https://easydmarc.com/pricing
redsift	Red Sift OnDMARC	dmarc-reporting	dmarc:(^|\.)redsift\.(cloud|com)$	https://redsift.com/pricing
mailchimp	Mailchimp	marketing-email	pkg:^@mailchimp/|pkg:^mailchimp[-_]|env:MAILCHIMP_|host:(^|\.)mailchimp\.com$|host:(^|\.)list-manage\.com$|spf:(^|\.)mcsv\.net$|dmarc:(^|\.)mcsv\.net$|cname:(^|\.)mcsv\.net$	https://mailchimp.com/account/billing/
klaviyo	Klaviyo	marketing-email	pkg:^klaviyo|env:KLAVIYO_|host:(^|\.)klaviyo\.com$|spf:(^|\.)klaviyomail\.com$|cname:(^|\.)klaviyomail\.com$	https://www.klaviyo.com/settings/billing/plan-details
braze	Braze	marketing-email	pkg:^@braze/|pkg:^braze-sdk|env:BRAZE_|host:(^|\.)braze\.(com|eu)$|spf:(^|\.)braze\.com$	https://dashboard.braze.com
customerio	Customer.io	marketing-email	pkg:^customerio|pkg:^@customerio/|env:CUSTOMERIO_|env:^CUSTOMER_IO_|host:(^|\.)customer\.io$|spf:(^|\.)customeriomail\.com$|cname:(^|\.)customeriomail\.com$	https://fly.customer.io/settings/billing
hubspot	HubSpot	crm	pkg:^@hubspot/|pkg:^hubspot-api|env:HUBSPOT_|host:(^|\.)hubapi\.com$|host:(^|\.)hubspot\.com$|spf:(^|\.)hubspotemail\.net$|cname:(^|\.)hs-sites\.com$|cname:(^|\.)hubspot\.net$	https://app.hubspot.com/billing
salesforce	Salesforce	crm	pkg:^jsforce$|pkg:^simple-salesforce$|env:SALESFORCE_|env:^SF_(USERNAME|LOGIN_URL|INSTANCE_URL)|host:(^|\.)salesforce\.com$|host:(^|\.)force\.com$|spf:(^|\.)_spf\.salesforce\.com$|spf:(^|\.)pardot\.com$	https://login.salesforce.com
freshdesk	Freshdesk	support	env:FRESHDESK_|host:(^|\.)freshdesk\.com$|spf:(^|\.)freshemail\.io$|cname:(^|\.)freshdesk\.com$	https://www.freshworks.com/pricing/	no-sdk
helpscout	Help Scout	support	pkg:^@helpscout/|env:HELPSCOUT_|env:HELP_SCOUT_|host:(^|\.)helpscout\.(net|com)$|spf:(^|\.)helpscout\.net$|cname:(^|\.)helpscoutdocs\.com$	https://secure.helpscout.net/users/billing
statuspage	Statuspage	status-page	host:(^|\.)statuspage\.io$|cname:(^|\.)statuspage\.io$	https://manage.statuspage.io
gitbook	GitBook	docs	host:(^|\.)gitbook\.(io|com)$|cname:(^|\.)gitbook\.io$	https://app.gitbook.com
mintlify	Mintlify	docs	pkg:^mintlify$|host:(^|\.)mintlify\.com$|cname:(^|\.)mintlify\.(app|dev)$	https://dashboard.mintlify.com/settings/organization/plans
readme	ReadMe	docs	host:(^|\.)readme\.(io|com)$|cname:(^|\.)readme\.io$	https://dash.readme.com
ghost	Ghost	cms	pkg:^@tryghost/|env:^GHOST_|host:(^|\.)ghost\.(io|org)$|cname:(^|\.)ghost\.io$	https://ghost.org/pricing/
webflow	Webflow	cms	pkg:^webflow|env:WEBFLOW_|host:(^|\.)webflow\.(com|io)$|cname:(^|\.)webflow\.com$	https://webflow.com/dashboard/billing
